place_id,place_name,review_rating,review_text
ChIJ6fLWB3M9aTQR6cnF3zkgxvg,森川丼丼梅亭橫町,5,●干貝赤海膽漢堡：鮮甜好吃。 ●炙燒比目魚壽司（兩貫）：比目魚油脂被炙燒後融化出的香氣配上醋飯，軟Q好吃。 ●炸蝦壽司（捲壽司）：好吃。 ●櫻桃鴨壽司（六貫）：份量十足，鴨肉片大方地擺上在上面，每一口都能吃到滿滿鴨肉，好吃。 ●炙燒花枝壽司（六貫）：炙燒後的花枝Q彈不死硬，配上醋飯，開胃好吃。 D套餐 ●生魚片（鮭/鮪/旗/鯡）：綜合的生魚片組合，吃得出新鮮，口感不會軟爛，好吃。 ●茶碗蒸：很滑嫩，很好吃。 ●天使紅蝦味噌湯：裡面還有魚肉，味噌濃郁，天使紅蝦好吃。 ●爆量燒肉丼（附溫泉蛋）：滿滿滿的肉片撲滿白飯，中間還有一顆溫泉蛋，讓你先吃肉後將溫泉蛋拌入白飯，一起品嘗，愛吃肉的可以點。 ●櫛瓜烘蛋：猶如大阪燒一般的出菜方式，裡面的櫛瓜不少，撒上柴魚片整體蛋香軟嫩櫛瓜爽，好吃。 ●干貝茶碗蒸：很好吃。 ●炸阿根廷天使紅蝦（兩尾）：好吃。 ●森川冷泡茶：清爽好喝，不會太濃苦。 ●木村日本口味汽水（完熟白桃）：白桃香氣，喝起來酸酸甜甜。  2訪 ●1855排山倒海丼（排山倒海神燈）：超級浮誇，看到就飽了，還不錯。 ●中華川麻辣豚丼：相當過癮但不會太辣的調味，豬肉蓋滿白飯，先將金桔撒上，多了一份清香，份量適中。 ●炙燒鮭魚肚壽司（六貫）：飽滿的鮭魚肚炙燒後油脂更香，配上醋飯剛好不膩，份量不小。 ●1855牛肉干貝握壽司（兩貫）：好吃。 ●精選綜合握壽司（八貫）： （大蝦*2/玉子燒*2/櫻桃鴨*2/龍蝦沙拉*2） •大蝦普通。 •玉子燒偏甜。 •櫻桃鴨肉實在好吃。 •龍蝦沙拉甜。  C套餐 ●唐揚雞3顆：份量適中，外脆內軟肉多汁。 茶碗蒸 味噌湯（套餐）：裡面有蝦頭魚肉味道鮮美，湯濃鹹。 C套餐 ●辣雞翅3隻：雞翅外脆內多汁，辣味適中醬有甜。 ●茶碗蒸 ●味噌湯（套餐） ●香煎櫛瓜：小心燙口，有湯汁，好吃。 ●炸豆腐：外酥內嫩，好吃。
ChIJ6fLWB3M9aTQR6cnF3zkgxvg,森川丼丼梅亭橫町,4,某天晚上，嘴巴很饞，好想吃生魚片，打開Uber eat滑到這間餐廳，就點了反正就是個睹注，好吃跟難吃而已，等了好久才送到，我心想這下送到就不冰涼不好吃了，送到之後我吃了第一口～謝天謝地ㄟ，竟然好好吃哦，所以隔天午餐我就決定親訪這間店，門市剛好有活動，點一份鮭魚生魚片再送一份，於是我就貪心的點了香煎櫛瓜、蛤蠣味增湯、一品綜合生魚片，先來嚐個生魚片吧，真的很新鮮又好吃ㄟ，推薦大家點來吃，然後我吃了一口櫛瓜，打槍，再喝了一口味增湯，XX……太鹹，其實我已經吃不下了，但是不能夠浪費生魚片，我還是把圖片上所有生魚片吃光了，裡面冷氣很強，我好冷先走了……對了日式搖滾放的很嗨很大聲
ChIJ6fLWB3M9aTQR6cnF3zkgxvg,森川丼丼梅亭橫町,5,生魚片有厚度也很大片 明太子烘蛋很好吃，厚度也是讚讚的，再加上起司，口感很棒，但一個人吃完有點膩 舒芙厚豬排蓋飯，真的超級厚也很嫩 生魚片蠻新鮮的，口感軟嫩 整體下來，餐點滿分、服務滿分、氛圍滿分、店內裝潢復古風也滿分 下次有幸到台中旅遊會在去品嚐餐點
ChIJ6fLWB3M9aTQR6cnF3zkgxvg,森川丼丼梅亭橫町,3,臨時想吃點不一樣的東西， 途經此路，發現了這間很有特色的日式料理店， 就決定前來嚐鮮看看。  初訪點了眾多網友一致推薦的 「明太子起司烘蛋」、「醬燒牛丼」、 「親子丼」及「土瓶蒸」。 「明太子起司烘蛋」雖然還不錯吃， 但吃得出來店家為了求快而未把蛋打發均勻。 明太子份量不多， 若能再更多一些，風味會更加濃郁。  至於「醬燒牛丼」及「親子丼」， 牛肉肉片調味尚可，算是正常發揮， 可惜沒有什麼湯汁，吃起來很乾，不夠下飯。 親子丼調味還算不錯，滑蛋還算及格， 而且湯汁給的也多，吃起來還算美味！  最後，是「土瓶蒸」的部分， 店家有採用排骨來作為湯底， 裡面的配料有香菇、魚板、蛤蜊， 調味清甜，卻又不至於過於清淡， 搭配檸檬切丁，喝起來別有一番風味！  整體而言，值得3顆星的評價！ 不得不說，店家在環境布置上還滿用心的， 內用環境乾淨明亮，還帶有鮮明的日式風格。 只是食物的表現上，差強人意！ 最近還有消費兌換棒棒冰的活動， 我們拿到的是「麝香葡萄」的口味！
ChIJ6fLWB3M9aTQR6cnF3zkgxvg,森川丼丼梅亭橫町,5,與家人聚餐第一次前往用餐，服務生都非常親切很詳細解說，餐點好吃、CP值高，餐點類型選擇多樣。謝謝店家用心製作的餐點。
ChIJ1XspooAxaTQRXdvVWw7oOCA,花旬定食HANA SHUN【僅接待7歲以上｜豬排｜日式｜草屯美食｜草屯餐廳｜南投中興新村｜人氣手工甜點｜鹿角蕨｜露營｜咖啡｜巴斯克｜布丁】,2,優點:白飯煮的不錯，水分飽滿;高麗菜有新鮮，均可無限加。紅茶比加價的柚子茶好喝，柚子茶極淡，應該不用升級。 ................................ 心得: 服務還不錯，不收服務費，但是價位跟大餐廳價格差不多，整體表現非常普通，味噌湯偏清淡，主餐推薦牡蠣。 1.炸牡蠣: 牡蠣新鮮，保有水分與鮮度，炸皮也比豬排好，是覺得好吃的餐點，可推薦。  2.特選厚豬排: 炸皮，不酥脆，而且隨時會跟豬肉分離，豬肉本身雖然厚，但不嫩偏硬，雖然不能跟日本當地的九州勝烈亭和名古屋矢場豬排比，但台灣的勝政豬排或杏子豬排，甚至平價福勝亭豬排都炸的比較好，這個價位我是不推。 3.甜點偏貴，檸檬生乳酪，乳酪部分超容易膩，不合胃口，吃不完;布丁還可以。
ChIJ1XspooAxaTQRXdvVWw7oOCA,花旬定食HANA SHUN【僅接待7歲以上｜豬排｜日式｜草屯美食｜草屯餐廳｜南投中興新村｜人氣手工甜點｜鹿角蕨｜露營｜咖啡｜巴斯克｜布丁】,4,點了綜合的 牛肉排 唐洋雞 起司可樂餅 整體味道都不錯 肉很大塊 我最喜歡的是起司可樂餅 附餐紅茶不會太甜 小菜是海帶 也不錯吃 但味噌湯不夠熱 是溫的 跟朋友是假日中午去的 生意很好 滿座 外場只有一個人 人手感覺不太夠 我們等了一段時間 但也還可以接受 不到非常久 不接待7歲以下小孩 真的太棒了 厭孩不想吃飯被吵得 很推薦 😂
ChIJ1XspooAxaTQRXdvVWw7oOCA,花旬定食HANA SHUN【僅接待7歲以上｜豬排｜日式｜草屯美食｜草屯餐廳｜南投中興新村｜人氣手工甜點｜鹿角蕨｜露營｜咖啡｜巴斯克｜布丁】,5,2個套餐+39茶碗蒸總共$799 豬排份量很大，是平日限定，肉質很好都是瘦肉，又嫩，豬排醬偏酸 唐揚雞咖哩-唐揚雞好吃，但咖哩偏鹹，如果能帶一點甜味更好 套餐有附飲料，除了紅茶麥茶可補差價換別的特別的飲料 甜點就是仙草跟果凍 CP值好高！推～
ChIJ1XspooAxaTQRXdvVWw7oOCA,花旬定食HANA SHUN【僅接待7歲以上｜豬排｜日式｜草屯美食｜草屯餐廳｜南投中興新村｜人氣手工甜點｜鹿角蕨｜露營｜咖啡｜巴斯克｜布丁】,5,店內人手比較少，需要稍候等待 但份量很大，高麗菜菜絲很多，醬汁風味也都不錯，甜點也很不錯，餐點很好吃！ 是吃一次還在想再來的店家👍🏻👍🏻
ChIJ1XspooAxaTQRXdvVWw7oOCA,花旬定食HANA SHUN【僅接待7歲以上｜豬排｜日式｜草屯美食｜草屯餐廳｜南投中興新村｜人氣手工甜點｜鹿角蕨｜露營｜咖啡｜巴斯克｜布丁】,4,每人有低消 $250 的限制，不過其實點一份套餐就超過了，因為套餐平均都在 $300 以上。  餐點的份量挺大的，炸物炸得酥酥脆脆的，就算放久了再吃，口感還是在線，沒有那種濕濕油膩的感覺。還有附味噌湯、小菜、生菜可以解膩，像海鮮炸物還會給檸檬片，搭配起來更清爽。而且白飯、味噌湯、生菜都可以無限續，這點真的很不錯。  店裡氛圍很好，很多人都是邊聊天邊悠閒吃飯的那種，整體環境讓人很放鬆。店員也很親切，服務態度不錯。不過，附近停車位真的不多，開車來的話可能要稍微繞一下找車位。  不過有個小缺點就是，餐點本來就不便宜，但附的飲料和甜點分量真的有點少，而且味道也就一般。如果想換成其他飲品或當日限定甜點，是可以補差價的，但價格真的有點貴，像換一份甜點或飲料至少要再加 $60-$70，感覺性價比有點不高。
ChIJPWkHpvA2aTQRFXqYNQIJJS0,NU PASTA 彰化員林店,5,雙人套餐很超值，餐點很豐富，兩個人吃會超飽，羅勒黃金猪排很好吃👍👍👍！
ChIJPWkHpvA2aTQRFXqYNQIJJS0,NU PASTA 彰化員林店,5,全台近 60 間分店的連鎖美味義大利麵——NU PASTA，你一定要收藏 😍 多樣化的美食選擇，從義大利麵、披薩、焗烤到燉飯，無論是單點或升級套餐，都能滿足你的味蕾 ͛♡̷̷̷･͛  ♥奶香白醬韓式香酥嫩雞焗飯 奶香白醬與韓式香酥嫩雞的絕妙搭配，鹹甜微辣的醬汁緊緊包裹著去骨雞腿肉，每一口都鮮嫩多汁。焗烤鋪滿起司超級牽絲，讓人忍不住一口接一口，瞬間掃盤！  ♥奶油星辰明太子魷之圈義大利麵 Q彈鮮嫩的魷魚圈搭配醬香炒義大利麵，再擠上一層絲滑鮮奶油，與北海道進口明太子完美融合，層次豐富，濃郁鮮香在口中綻放，彷彿在白色大海裡遨遊，每一口都是極致享受！  ♥焙香奶茶 ，大人系的奶茶，焙茶濃郁、奶香四溢 ♥白桃冰茶（升級時尚瓶） ，酸甜系茶飲，加上白桃果粒，口感層次豐富，清爽解膩，必點！  ♥義式鮮奶油布蕾，奶香十足口感滑嫩細緻的布丁，推推！  套餐加購： 黃金酥嫩豆腐 醬烤串燒嫩豬 巧克力布朗尼
ChIJPWkHpvA2aTQRFXqYNQIJJS0,NU PASTA 彰化員林店,5,哈哈哈 脆皮炸雞的肉 真的是越來越縮水嚕🤣🥲  白醬再加上白醬+$20真的比較好吃😋
ChIJPWkHpvA2aTQRFXqYNQIJJS0,NU PASTA 彰化員林店,5,期間限定的林聰明系列非常好吃，服務人員每個人態度都非常好，給十顆星都不夠，在這裡吃飯很幸福喔，吃飽之外心還暖暖的❤
ChIJPWkHpvA2aTQRFXqYNQIJJS0,NU PASTA 彰化員林店,4,連鎖的平價簡餐店，店內環境乾淨👍，餐點中規中矩～適合朋友聚餐的好地方～
ChIJ1eXQShWrQjQR-9Ev_CR9KkI,初泰信義象山門市,2,"一顆星給裝潢、環境，一顆星給座位看得到101。 -- 當天點了咖哩雞，豬肉串，炒空心菜跟芒果糯米。  不知道是餐廳本來就這樣，還是當天廚房人員不好，這兩道餐點的肉都非常難咬，可以理解通常都是冷凍肉做料理，但從售價、裝潢到地段都能感受出來這是一家想做質感精緻的店，至於料理端出這樣的水準實在是不知道在吃啥。 而且不是雞胸肉是雞腿肉，頂摳摳ㄟ  再來是豬肉串，除了真的很柴很硬以外，我一口咬下直接被刺了一下，一個像竹籤刺刺的東西我？？？？？？ 透過反應，值班經理表示那是香茅，然後就沒了。 如果你們的豬肉串上面附帶這麼危險的食材（因為是醃料肉串，其實不太明顯），要嘛上菜的時候說明一下，要嘛從材料那邊注意，把香茅拿掉==  嘴巴都被刺了經理只跟我說那是香茅不用擔心== （我有跟他說我咬下去被刺到,完全無關心，員工訓練待加強）不知道是不是因為我是學生所以覺得沒差？？😉  空心菜的部分，跟店員說要最不辣的程度就好，結果還是一個中辣的等級（真的不太吃辣的人建議就點不辣~），但空心菜偏老吃起來很痛苦  甜點芒果糯米，糯米太甜，而且是紫米，不喜歡的請注意，口感比較不一樣。 芒果爛巴巴應該是解凍後的結果。"
ChIJ1eXQShWrQjQR-9Ev_CR9KkI,初泰信義象山門市,1,八點到店裡，就說已經最後點餐時間，明明是營業時間到十點的店，從進門就讓人感受很差。  剛坐下就要換位子真的讓人覺得員工訓練需要再加強。  咖喱海鮮像鼻涕一樣，這道菜感覺要重新思考一下怎麼煮，非常可怕。  吃二十分鐘就上會融化的甜點，真的沒看過這種店😂  整體消費感受真的不佳 感覺是一群趕著下班的員工在經營的餐廳
ChIJ1eXQShWrQjQR-9Ev_CR9KkI,初泰信義象山門市,1,從服務到餐點，完全不像一間泰式料理餐廳，比較像一間不在乎回頭客的快炒店。  服務體驗 外面下著大雨，店內座位早已佈置好，卻堅持讓客人站在門外淋雨，理由只有一句：「時間還沒到」。 這樣的應對，沒有貼心、也沒有彈性，只有教條式的流程，說白一點，「流程至上、客人體驗擺最後」，就是這家店給人的第一印象。 且用餐時間明訂100分鐘，才剛吃飽坐沒幾分鐘、剛滿一小時，就被連續問了三次「能不能收桌子」，明明餐盤還有食物，門外也沒人等位！！！真的感受極度差勁👎🏻  餐點部分 •	打拋豬：完全沒有泰式靈魂，吃起來就是加了小辣的肉燥飯料。 •	高麗菜：極度重鹹，幾乎全是根部，吃到後面只覺得口乾舌燥。 •	金磚豆腐：推薦菜色，實際上是路邊炸物攤的等級，談不上推薦。 •	月亮蝦餅：外觀做法雖然跟別人不同，但這個「不同」，不是驚喜，而是失誤。  總結一句話：不值這個價格，也不值再來一次。 與其花心思在包裝估狗評價，不如先把基本的味道、食材、服務態度做好，否則，推薦菜色以及10%服務費，真的是讓人「會心一笑」。
ChIJ1eXQShWrQjQR-9Ev_CR9KkI,初泰信義象山門市,5,這家不是吃到飽的哦，吃到飽的在板橋。 這邊的用餐環境還不錯，餐點口味也很好，特別推薦蝦醬空心菜，味道都有進去，也沒有腥味或過鹹。另外黑金蝦餅也算是個亮點。
ChIJ1eXQShWrQjQR-9Ev_CR9KkI,初泰信義象山門市,5,多虧朋友訂錯本來要去的是吃到飽的板橋店，所以有機會一訪😂  咖哩海鮮酥、炸麵包蝦是這次普遍公認的1、2名，好吃好拍點下去就對了  瑪莎曼咖哩雞有一種水果甜味跟咖哩海鮮的咖哩完全不同走向，我自己評價蠻高，但是可惜同行友人有人覺得雞肉太柴、有人覺得太辣反而選它是今天的最不推薦，另外~青木瓜海鮮扮沙拉也非常不錯，跟其他地方的感覺不太一樣，青木瓜非常清爽清脆，好吃  我自己最不喜歡的是蝦醬韭菜炒豬肝，跟熱炒店的風味差異並不大，放在泰菜裡感覺有點多餘  其他菜色其實都很不錯，3種免費小菜也好吃，是一間沒有雷的店，我認為不用點的豬肝都還有人選為心中第一可見得真的不錯  4.5顆星推薦~~~
ChIJ3Up82E0eaDQRdGPIpNT5SCc,和東燒肉屋-桃園市桃園區日式燒肉/定食/炭火燒肉/套餐/單點 牛舌/和牛/牛排/啤酒 聚餐/生日/約會/家庭聚餐 商業午餐/平價燒肉/個人燒肉 燒烤美食餐廳 2025必吃好吃人氣訂位推薦 高CP值 PTT Dcard,4,桃園單點燒肉店  ☎️建議訂位  💰可刷卡、line pay。需10%服務費  🅿️沒有特約停車場，假日來找不到有空位的停車場，停很遠非常崩潰。巷內基本上沒有地方停  👨‍✈️外場店員只有兩位年輕的弟弟，滿辛苦的。態度中規中矩。教育訓練上感覺也不能跟大餐廳比。 烤網換很勤，這很加分。  環境算舒適： 🔹專屬置物櫃，很貼心，第一次看到。東西比較不會沾到味道。 💧提供檸檬水、雞湯、蔥花 🔹提供：醬油、玫瑰鹽。辣椒要主動索取 🚽廁所舒適，有兩間  ⭕️餐點感想： 本次點了B精緻雙人餐1588、E三人分享餐1888元。發現他們共同的菜色，份量一樣…  部份餐點可以加價換購，也有加價購的商品。 🔹日本國產和牛燒肉片：限量加價購399，說原價是699的話就誇張了，這油花不太行，老饕應該會生氣。可以看後面的圖片，下方文字有說明。油花不均勻，很肥，這價格還對得起399，但不該是你以為699的品質，這應該是不漂亮的部位在出清。根本不是優惠 🔹和牛七吃：999元，這價位就很符合期待。唯一會有店員（老闆）代烤的品項。適合四個人吃，每個份量都是4個為單位。個人還是只喜歡厚牛舌的部分，但只有一種，小小片的。 其他都是薄牛舌，個人本身不愛，本身有個味道不太習慣。 代烤出來很漂亮  💡由於要自己烤，所以可能是看烤技術，會影響到食物表現。推薦帶個很會烤肉的伴來 這邊基本上不會有人幫你注意食物狀況 ‼️肉的品質還可以，畢竟也不是多貴的價格，不用太高期待，但不至於雷到。 ⏺️B雙人餐： 🔹橫隔膜：老人家不好咬 🔹特級肩小排：還可以，算是討喜的肉 🔹韓式拌飯 牛肉+120:不推，不划算，不夠鍋巴，熱度不夠。配料普通，不如吃白飯就好 🔹泡菜牛肉捲：正常表現 🔹板腱牛：這類的薄片，都滿穩的，不過有些肉會散開，很困擾，就沒那麼完整。 🔹雞松阪肉：還行 ⏺️E三人餐： 🔹大腸頭：蠻好吃的，也很好烤 🔹蒜香鹹豬肉：醃得不錯，意外喜歡 🔹無骨雞腿肉：正常表現 🔹馬茲拉起司牛肉捲：夾起司不錯，個人喜歡起司>泡菜  ⏺️其他共同餐點： 🔹沙拉：提供胡麻醬，份量、種類不算多 🔹海鮮：蠻新鮮的，蝦子、干貝、透抽是好吃的 🔹杏鮑菇：唯一可以烤的菜，可以吸雞湯載烤很特別  🥤飲料： 🔹奶蓋芒果：雖然芒果是濃縮，不是現打的 但味道跟奶蓋很配。 🔹烏龍茶：略為苦澀  整體分量適中，不會撐，但也不會餓到。
